agency_name,responsibility_center_name,fiscal_year,total_budget
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,2023,3504039
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,2023,5644906
MAYORALTY,DIRECTOR OF COMMUNICATION,2023,0
MAYORALTY,D/M FOR FINANCE AND ECO. DEV.,2023,2884864
MAYORALTY,D/M FOR GOVERNMENT RELATIONS,2023,3806158
MAYORALTY,D/M FOR HUMAN SVC,2023,2290104
MAYORALTY,D/M FOR OPERATIONS,2023,4922883
MAYORALTY,D/M FOR PLANNING/COMMUNITY REL,2023,3082277
MAYORALTY,FIRST DEPUTY MAYOR,2023,23054177
MAYORALTY,OFFICE OF LABOR RELATIONS,2023,21568146
MAYORALTY,OMB DIRECTOR & AGENCY SERVICES,2023,23076732
MAYORALTY,,2023,50241854
MISCELLANEOUS,CONTRACTUAL SVCS & OTHER PAYMT,2023,995742232
MISCELLANEOUS,FRINGE BENEFITS,2023,8557349712
MISCELLANEOUS,PAYMENTS TO BUS COMPANIES,2023,526427384
MISCELLANEOUS,PERSONAL SERVICE,2023,1638099284
MISCELLANEOUS,SPECIAL AWARDS,2023,675000
MISCELLANEOUS,SPECIAL GRANTS,2023,18280000
MISCELLANEOUS,SPECIAL RESERVES,2023,1417053935
MISCELLANEOUS,,2023,2635317198
NEW YORK PUBLIC LIBRARY,NEW YORK CITY PUBLIC LIBRARY,2023,153349976
NEW YORK PUBLIC LIBRARY,NY PUBLIC LIBRARY,2023,1694365
NEW YORK PUBLIC LIBRARY,,2023,4711547
NEW YORK RESEARCH LIBRARIES,RESEARCH LIBRARIES,2023,30665153
NYC TAXI AND LIMOUSINE COMM,ADJUDICATION AND RESEARCH,2023,2748519
NYC TAXI AND LIMOUSINE COMM,EMISSION AND SAFETY INSPECTION,2023,4736560
NYC TAXI AND LIMOUSINE COMM,ENFORCEMENT,2023,17614537
NYC TAXI AND LIMOUSINE COMM,EXEC MANAGEMENT+ ADMIN SUPPORT,2023,21058960
NYC TAXI AND LIMOUSINE COMM,LICENSING,2023,7328444
NYC TAXI AND LIMOUSINE COMM,,2023,12590378
OFFICE OF ADMINISTRATIVE TAX APPEALS,TAX COMMISSION,2023,6084062
OFFICE OF ADMINISTRATIVE TAX APPEALS,,2023,-97873
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE AND ADMINISTRATION,2023,9654677
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE DIVISION,2023,36200
OFFICE OF ADMIN TRIALS & HEARINGS,Trials and Hearings,2023,40192137
OFFICE OF ADMIN TRIALS & HEARINGS,,2023,4536759
OFFICE OF COLLECTIVE BARGAINING,OFFICE OF THE CHAIRMAN,2023,2389622
OFFICE OF COLLECTIVE BARGAINING,,2023,-5485
OFFICE OF PAYROLL ADMINISTRATION,OFF OF PAYROLL ADMINISTRATION,2023,14839514
OFFICE OF PAYROLL ADMINISTRATION,,2023,1012683
OFFICE OF PROSECUTION SPEC NARCO,DIVISION OF TRIALS BRONX,2023,1978738
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIAL KINGS DECENTRAL,2023,1909613
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS CENTRALIZED,2023,1235088
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS N.Y. DECENTRAL,2023,235609
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS QUEENS,2023,1334526
OFFICE OF PROSECUTION SPEC NARCO,OFFICE OF SPECIAL NAR. PROS.,2023,17483819
OFFICE OF PROSECUTION SPEC NARCO,,2023,2010515
OFFICE OF THE ACTUARY,OPERATIONS,2023,6856405
OFFICE OF THE ACTUARY,,2023,0
OFFICE OF THE COMPTROLLER,ASSET MANAGEMENT,2023,13639808
OFFICE OF THE COMPTROLLER,BUREAU OF ACCOUNTANCY,2023,4790260
OFFICE OF THE COMPTROLLER,BUREAU OF ADMINISTRATIVE SVCS,2023,7566991
OFFICE OF THE COMPTROLLER,BUREAU OF ASSET MANAGEMENT,2023,8680262
OFFICE OF THE COMPTROLLER,BUREAU OF AUDIT,2023,13716586
OFFICE OF THE COMPTROLLER,BUREAU OF ENGINEERING,2023,3355456
OFFICE OF THE COMPTROLLER,BUREAU OF FISCAL + BUDGET STUD,2023,2240411
OFFICE OF THE COMPTROLLER,BUREAU OF LAW + ADJUSTMENT,2023,11605472
OFFICE OF THE COMPTROLLER,COMMUNITY RELATIONS CITIZENS A,2023,2335640
OFFICE OF THE COMPTROLLER,CONTRACT ADMINISTRATION,2023,1698375
OFFICE OF THE COMPTROLLER,DEPUTY COMPTROLLER FOR FINANCE,2023,904847
OFFICE OF THE COMPTROLLER,EXECUTIVE OFFICE,2023,3928264
OFFICE OF THE COMPTROLLER,GENERAL COUNSEL,2023,1898191
OFFICE OF THE COMPTROLLER,INFORMATION SYSTEMS,2023,14231356
OFFICE OF THE COMPTROLLER,LABOR LAW,2023,2339810
OFFICE OF THE COMPTROLLER,OFFICE OF POLICY MANAGEMENT,2023,748598
OFFICE OF THE COMPTROLLER,,2023,16118916
PENSION CONTRIBUTIONS,CITY ACTUARIAL PENS CONTRIB,2023,9612319271
PENSION CONTRIBUTIONS,CITY NON-ACTUA PENS CONTRIB,2023,350000
PENSION CONTRIBUTIONS,NON-CITY ACTUA PENS CONTRIB,2023,106982888
PENSION CONTRIBUTIONS,,2023,7322542
POLICE DEPARTMENT,ADMINISTRATIVE DIVISION - 0CCB,2023,0
POLICE DEPARTMENT,ADMINISTRATIVE SERVICES DIV,2023,98000
POLICE DEPARTMENT,AUDITS & ACCOUNTS DIVISION,2023,0
POLICE DEPARTMENT,AUTO CRIME DIVISION,2023,0
POLICE DEPARTMENT,CENTRAL INVEST-RESOURCES DIV,2023,0
POLICE DEPARTMENT,CENTRAL RECORDS DIVISION,2023,0
POLICE DEPARTMENT,CITY OF NY DEPTOFINVESTIGATION,2023,0
POLICE DEPARTMENT,CIVILIAN COMPLAINTREVIEW BOARD,2023,0
POLICE DEPARTMENT,COMMUNICATIONS DIVISION,2023,0
POLICE DEPARTMENT,DEP COMM MANAGEMENT & BUDGET,2023,0
POLICE DEPARTMENT,DETECTIVE BOROUGH BROOKLYN,2023,0
POLICE DEPARTMENT,DETECTIVE BOROUGH MANHATTAN,2023,0
POLICE DEPARTMENT,DETECTIVE BOROUGH QUEENS,2023,0
POLICE DEPARTMENT,DETECTIVE BUREAU,2023,0
POLICE DEPARTMENT,DISTRICTATTORNEYNEWYORKCOUNTY,2023,0
POLICE DEPARTMENT,EMERGENCY SERVICES UNIT,2023,956335
POLICE DEPARTMENT,HARBOR UNIT,2023,2051794
POLICE DEPARTMENT,INSPECTIONS DIVISION,2023,0
POLICE DEPARTMENT,MANAGEMENT INFORMATION SYSTEMS,2023,0
POLICE DEPARTMENT,OFFICE FIRST DEPUTY COMMR,2023,0
POLICE DEPARTMENT,OFFICE OF MGMT AND PLANNING,2023,0
POLICE DEPARTMENT,OFFICE OF POLICE COMMISSIONER,2023,0
POLICE DEPARTMENT,ONE HUNDRED TENTH PRECINCT,2023,16252698
POLICE DEPARTMENT,PATROL BOROUGH QUEENS,2023,0
POLICE DEPARTMENT,PATROL SERVICES BUREAU,2023,51300
POLICE DEPARTMENT,QUARTERMASTER SECTION,2023,0
POLICE DEPARTMENT,SCIENTIFIC RESEARCH DIVISION,2023,0
POLICE DEPARTMENT,STREET CRIME UNIT,2023,0
POLICE DEPARTMENT,SUPPORT SERVICES BUREAU,2023,0
POLICE DEPARTMENT,WARRANT DIVISION,2023,0
POLICE DEPARTMENT,,2023,5861441531
PUBLIC ADMINISTRATOR-BRONX COUNTY,PUBLIC ADMINISTRATOR-BRONX,2023,685486
PUBLIC ADMINISTRATOR-BRONX COUNTY,,2023,54373
PUBLIC ADMINISTRATOR-KINGS COUNTY,PUBLIC ADMINISTRATOR-KINGS,2023,834557
PUBLIC ADMINISTRATOR-KINGS COUNTY,,2023,57907
PUBLIC ADMINISTRATOR-NEW YORK COUNTY,PUBLIC ADMINISTRATOR-NY,2023,1128290
PUBLIC ADMINISTRATOR-NEW YORK COUNTY,,2023,89569
PUBLIC ADMINISTRATOR- QUEENS COUNTY,PUBLIC ADMINISTRATOT-QUEENS,2023,609947
PUBLIC ADMINISTRATOR- QUEENS COUNTY,,2023,44917
PUBLIC ADMINISTRATOR-RICHMOND COUNTY,PUBLIC ADMINISTRATOR-RICHMOND,2023,539927
PUBLIC ADMINISTRATOR-RICHMOND COUNTY,,2023,60419
PUBLIC ADVOCATE,PUBLIC ADVOCATE,2023,5768121
PUBLIC ADVOCATE,,2023,-155070
QUEENS BOROUGH PUBLIC LIBRARY,QUEENS PUBLIC LIBRARY,2023,122196020
QUEENS BOROUGH PUBLIC LIBRARY,,2023,83775
QUEENS COMMUNITY BOARD #1,QUEENS COMMUNITY BOARD #1,2023,310335
QUEENS COMMUNITY BOARD #1,,2023,52365
QUEENS COMMUNITY BOARD #10,QUEENS COMMUNITY BOARD # 10,2023,314488
QUEENS COMMUNITY BOARD #11,QUEENS COMMUNITY BOARD # 11,2023,356137
QUEENS COMMUNITY BOARD #11,,2023,0
QUEENS COMMUNITY BOARD #12,QUEENS COMMUNITY BOARD # 12,2023,326684
QUEENS COMMUNITY BOARD #13,QUEENS COMMUNITY BOARD #13,2023,314413
QUEENS COMMUNITY BOARD #14,QUEENS COMMUNITY BOARD #14,2023,289758
QUEENS COMMUNITY BOARD #2,QUEENS COMMUNITY BOARD #2,2023,349998
QUEENS COMMUNITY BOARD #2,,2023,0
QUEENS COMMUNITY BOARD #3,QUEENS COMMUNITY BOARD # 3,2023,359147
QUEENS COMMUNITY BOARD #3,,2023,14229
QUEENS COMMUNITY BOARD #4,QUEENS COMMUNITY BOARD #4,2023,316037
QUEENS COMMUNITY BOARD #4,,2023,5000
QUEENS COMMUNITY BOARD #5,QUEENS COMMUNITY BOARD #5,2023,307162
QUEENS COMMUNITY BOARD #6,QUEENS COMMUNITY BOARD #6,2023,324367
QUEENS COMMUNITY BOARD #7,QUEENS COMMUNITY BOARD #7,2023,398958
QUEENS COMMUNITY BOARD #8,QUEENS COMMUNITY BOARD #8,2023,351112
QUEENS COMMUNITY BOARD #9,QUEENS COMMUNITY BOARD #9,2023,265725
STATEN ISLAND COMMUNITY BOARD #1,STATEN ISLAND COMMUNITY BD #1,2023,327621
STATEN ISLAND COMMUNITY BOARD #2,STATEN ISLAND COMMUNITY BD #2,2023,321232
STATEN ISLAND COMMUNITY BOARD #3,STATEN ISLAND COMMUNITY BOARD3,2023,378337
ADMIN FOR CHILDREN'S SERVICES,ACS ADMINISTRATION,2024,298159588
ADMIN FOR CHILDREN'S SERVICES,ADOPTION SERVICES,2024,235989885
ADMIN FOR CHILDREN'S SERVICES,ALTERNATIVES TO DETENTION,2024,6223509
ADMIN FOR CHILDREN'S SERVICES,CHILD CARE SERVICES,2024,767008627
ADMIN FOR CHILDREN'S SERVICES,CHILD WELFARE SUPPORT,2024,54112448
ADMIN FOR CHILDREN'S SERVICES,FOSTER CARE SERVICES,2024,860135814
ADMIN FOR CHILDREN'S SERVICES,HEAD START,2024,0
ADMIN FOR CHILDREN'S SERVICES,JUVENILE JUSTICE SUPPORT,2024,16030104
ADMIN FOR CHILDREN'S SERVICES,NON-SECURE DETENTION,2024,19026201
ADMIN FOR CHILDREN'S SERVICES,OCFS RESIDENTIAL PLACEMENTS,2024,135204771
ADMIN FOR CHILDREN'S SERVICES,PREVENTIVE SERVICES,2024,370825696
ADMIN FOR CHILDREN'S SERVICES,PROTECTIVE SERVICES,2024,388714329
ADMIN FOR CHILDREN'S SERVICES,,2024,249770
BOARD OF CORRECTION,BOARD OF CORRECTION,2024,3085669
BOARD OF CORRECTION,,2024,0
BOARD OF ELECTIONS,CHIEF CLERK - BRONX,2024,2508017
BOARD OF ELECTIONS,CHIEF CLERK - BROOKLYN,2024,3633714
BOARD OF ELECTIONS,CHIEF CLERK - MANHATTAN,2024,3296026
BOARD OF ELECTIONS,CHIEF CLERK - QUEENS,2024,2801749
BOARD OF ELECTIONS,CHIEF CLERK - RICHMOND,2024,1414030
BOARD OF ELECTIONS,DATA PROCESSING,2024,2892916
BOARD OF ELECTIONS,DEPARTMENTAL OPERATIONS,2024,165222131
BOARD OF ELECTIONS,EXECUTIVE MANAGEMENT,2024,287441
BOARD OF ELECTIONS,FINANCE OFFICE,2024,48247084
BOARD OF ELECTIONS,,2024,23836549
BOROUGH PRESIDENT BRONX,OFFICE OF THE BOROUGH PRES,2024,9247904
BOROUGH PRESIDENT BRONX,,2024,-2050699
BOROUGH PRESIDENT - BROOKLYN,OFFICE OF THE BOROUGH PRES,2024,8196015
BOROUGH PRESIDENT - BROOKLYN,,2024,242325
BOROUGH PRESIDENT - MANHATTAN,OFFICE OF THE BOROUGH PRESIDEN,2024,5858782
BOROUGH PRESIDENT - MANHATTAN,,2024,-171169
BOROUGH PRESIDENT - QUEENS,OFFICE OF THE BOROUGH PRES,2024,6778131
BOROUGH PRESIDENT - QUEENS,,2024,759869
BOROUGH PRESIDENT STATEN ISLAND,OFFICE OF THE BORO PRES,2024,7209244
BOROUGH PRESIDENT STATEN ISLAND,,2024,-1798557
BRONX COMMUNITY BOARD #1,BRONX COMMUNITY BOARD #1,2024,334995
BRONX COMMUNITY BOARD #1,,2024,10000
BRONX COMMUNITY BOARD #10,BRONX COMMUNITY BOARD #10,2024,350086
BRONX COMMUNITY BOARD #11,BRONX COMMUNITY BOARD # 11,2024,337651
BRONX COMMUNITY BOARD #12,BRONX COMMUNITY BOARD # 12,2024,278231
BRONX COMMUNITY BOARD #12,,2024,0
BRONX COMMUNITY BOARD #2,BRONX COMMUNITY BOARD #2,2024,328394
BRONX COMMUNITY BOARD #2,,2024,20000
BRONX COMMUNITY BOARD #3,BRONX COMMUNITY BOARD #3,2024,326014
BRONX COMMUNITY BOARD #4,BRONX COMMUNITY BOARD #4,2024,279031
BRONX COMMUNITY BOARD #4,,2024,5427
BRONX COMMUNITY BOARD #5,BRONX COMMUNITY BOARD #5,2024,264968
BRONX COMMUNITY BOARD #5,,2024,3183
BRONX COMMUNITY BOARD #6,BRONX COMMUNITY BOARD #6,2024,266806
BRONX COMMUNITY BOARD #6,,2024,0
BRONX COMMUNITY BOARD #7,BRONX COMMUNITY BOARD NO. 7,2024,357925
BRONX COMMUNITY BOARD #7,,2024,2500
BRONX COMMUNITY BOARD #8,BRONX COMMUNITY BOARD #8,2024,331625
BRONX COMMUNITY BOARD #8,,2024,0
BRONX COMMUNITY BOARD #9,BRONX COMMUNITY BOARD #9,2024,337503
BROOKLYN COMMUNITY BOARD #1,BROOKLYN COMMUNITY BOARD #1,2024,410738
BROOKLYN COMMUNITY BOARD #1,,2024,0
BROOKLYN COMMUNITY BOARD #10,BROOKLYN COMMUNITY BOARD NO.10,2024,364060
BROOKLYN COMMUNITY BOARD #10,,2024,10000
BROOKLYN COMMUNITY BOARD #11,BROOKLYN COMMUNITY BOARD #11,2024,342264
BROOKLYN COMMUNITY BOARD #12,BROOKLYN COMMUNITY BOARD #12,2024,346814
BROOKLYN COMMUNITY BOARD #12,,2024,6000
BROOKLYN COMMUNITY BOARD #13,BROOKLYN COMMUNITY BOARD #13,2024,352082
BROOKLYN COMMUNITY BOARD #13,,2024,1000
BROOKLYN COMMUNITY BOARD #14,BROOKLYN COMMUNITY BOARD #14,2024,376332
BROOKLYN COMMUNITY BOARD #14,,2024,5000
BROOKLYN COMMUNITY BOARD #15,BROOKLYN COMMUNITY BOARD #15,2024,264395
BROOKLYN COMMUNITY BOARD #15,,2024,0
BROOKLYN COMMUNITY BOARD #16,BROOKLYN COMMUNITY BOARD #16,2024,306907
BROOKLYN COMMUNITY BOARD #16,,2024,0
BROOKLYN COMMUNITY BOARD #17,BROOKLYN COMMUNITY BOARD #17,2024,366971
BROOKLYN COMMUNITY BOARD #17,,2024,5000
BROOKLYN COMMUNITY BOARD #18,BROOKLYN COMMUNITY BOARD #18,2024,269104
BROOKLYN COMMUNITY BOARD #2,BROOKLYN COMMUNITY BOARD #2,2024,335518
BROOKLYN COMMUNITY BOARD #2,,2024,3000
BROOKLYN COMMUNITY BOARD #3,BROOKLYN COMMUNITY BOARD #3,2024,316593
BROOKLYN COMMUNITY BOARD #3,,2024,0
BROOKLYN COMMUNITY BOARD #4,BROOKLYN COMMUNITY BOARD #4,2024,322048
BROOKLYN COMMUNITY BOARD #4,,2024,0
BROOKLYN COMMUNITY BOARD #5,BROOKLYN COMMUNITY BOARD #5,2024,266879
BROOKLYN COMMUNITY BOARD #5,,2024,0
BROOKLYN COMMUNITY BOARD #6,BROOKLYN COMMUNITY BOARD #6,2024,360113
BROOKLYN COMMUNITY BOARD #6,,2024,3500
BROOKLYN COMMUNITY BOARD #7,BROOKLYN COMMUNITY BOARD # 7,2024,271520
BROOKLYN COMMUNITY BOARD #7,,2024,3500
BROOKLYN COMMUNITY BOARD #8,BROOKLYN COMMUNITY BOARD #8,2024,345679
BROOKLYN COMMUNITY BOARD #8,,2024,3000
BROOKLYN COMMUNITY BOARD #9,BROOKLYN COMMUNITY BOARD #9,2024,382884
BROOKLYN COMMUNITY BOARD #9,,2024,8000
BROOKLYN PUBLIC LIBRARY,BROOKLYN PUBLIC LIBRARY,2024,128951648
BROOKLYN PUBLIC LIBRARY,,2024,1988893
BUSINESS INTEGRITY COMMISSION,EXECUTIVE AND OPERATIONS,2024,313008
BUSINESS INTEGRITY COMMISSION,FINANCE & ADMINISTRATION,2024,3742989
BUSINESS INTEGRITY COMMISSION,LEGAL/ENFRCEMENT/INVESTIGATION,2024,4574101
BUSINESS INTEGRITY COMMISSION,,2024,480163
CAMPAIGN FINANCE BOARD,EXECUTIVE DIRECTOR,2024,13573332
CAMPAIGN FINANCE BOARD,,2024,62460604
CITY CLERK,EMMANUEL MICHALOS,2024,6192795
CITY CLERK,,2024,-156850
CITY COUNCIL,CMTEE ON CIVIL SERV & LABOR,2024,2
CITY COUNCIL,CMTEE ON ECONOMIC DEVELOPMENT,2024,2
CITY COUNCIL,CMTEE ON ENVIRON PROTECTION,2024,2
CITY COUNCIL,CMTEE ON GOV'T OPERATIONS,2024,2
CITY COUNCIL,CMTEE ON HIGHER EDUCATION,2024,2
CITY COUNCIL,CMTEE ON HOUSING & BUILDINGS,2024,1
CITY COUNCIL,CMTEE ON HOUSING + BUILDINGS,2024,1
CITY COUNCIL,CMTEE ON INT'L INTERGROUP,2024,1
CITY COUNCIL,CMTEE ON PARKS REC REC + CULT,2024,1
CITY COUNCIL,CMTEE ON RULES PRIV & ELECT,2024,1
CITY COUNCIL,CMTEE ON RULES PRIV + ELECT,2024,1
CITY COUNCIL,CMTEE ON STANDARDS & ETHICS,2024,2
CITY COUNCIL,CMTEE ON STATE AND FED LEG,2024,2
CITY COUNCIL,COMM FIRE & CRIM JUSTICE OTPS,2024,1
CITY COUNCIL,COMMITTEE EDUCATION,2024,1
CITY COUNCIL,COMMITTEE ON CIVIL RIGHTS,2024,2
CITY COUNCIL,COMMITTEE ON CONSUMER AFFAIRS,2024,2
CITY COUNCIL,COMMITTEE ON CONTRACTS,2024,2
CITY COUNCIL,COMMITTEE ON EDUCATION,2024,1
CITY COUNCIL,COMMITTEE ON FINANCE,2024,2
CITY COUNCIL,COMMITTEE ON GENERAL WELFARE,2024,2
CITY COUNCIL,COMMITTEE ON HEALTH,2024,2
CITY COUNCIL,COMMITTEE ON LAND USE,2024,2
CITY COUNCIL,COMMITTEE ON OVERSIGHT & INVESTIGATIONS,2024,2
CITY COUNCIL,COMMITTEE ON PUBLIC SAFETY,2024,2
CITY COUNCIL,COMMITTEE ON SANITATION & SOLIDWASTE MGT,2024,2
CITY COUNCIL,COMMITTEE ON THE AGING,2024,2
CITY COUNCIL,COMMITTEE ON TRANSPORTATION,2024,2
CITY COUNCIL,COMMITTEE ON WOMEN'S ISSUES,2024,2
CITY COUNCIL,COMMITTEE ON YOUTH SERVICES,2024,2
CITY COUNCIL,COMMITTEE STAFFING,2024,17346985
CITY COUNCIL,COMM ON FIRE & CRIM JUSTICE,2024,1
CITY COUNCIL,COUNCIL MEMBERS,2024,32693900
CITY COUNCIL,COUNCIL SERVICES DIVISION,2024,17652549
CITY COUNCIL,"CULT. AFFAIRS, LIB. & INT'L INTGRP. REL",2024,2
CITY COUNCIL,"MEN HLTH, RET, ALC,DRUG ABUSE & DIS SVCS",2024,2
CITY COUNCIL,OTPS CENTRAL STAFF,2024,17500000
CITY COUNCIL,OTPS COUNCIL MEMBERS,2024,7300000
CITY COUNCIL,,2024,7533992
CITY UNIVERSITY OF NEW YORK,BRONX COMMUNITY COLL,2024,78727005
CITY UNIVERSITY OF NEW YORK,CENTRALIZED COSTS,2024,645859305
CITY UNIVERSITY OF NEW YORK,HOSTOS COMMUNITY COLL,2024,61638522
CITY UNIVERSITY OF NEW YORK,HUNTER CAMPUS SCHOOLS,2024,20653127
CITY UNIVERSITY OF NEW YORK,KINGSBOROUGH COMMUNITY COLL,2024,83360361
CITY UNIVERSITY OF NEW YORK,LA GUARDIA COMMUNITY COLL,2024,106607658
CITY UNIVERSITY OF NEW YORK,MANHATTAN COMMUNITY COLLEGE,2024,150123953
CITY UNIVERSITY OF NEW YORK,NEW COMMUNITY COLLEGE,2024,30769425
CITY UNIVERSITY OF NEW YORK,QUEENSBOROUGH COMMUNITY COLL,2024,95444101
CITY UNIVERSITY OF NEW YORK,SENIOR COLLEGES,2024,35000000
CITY UNIVERSITY OF NEW YORK,,2024,88524414
CIVILIAN COMPLAINT REVIEW BOARD,CIVILIAN COMPLAINT REVIEW BRD.,2024,17341513
CIVILIAN COMPLAINT REVIEW BOARD,,2024,5970577
CIVIL SERVICE COMMISSION,ADMINISTRATIVE-OTPS,2024,60561
CIVIL SERVICE COMMISSION,EXECUTIVE,2024,1084766
CIVIL SERVICE COMMISSION,,2024,0
COMMISSION ON HUMAN RIGHTS,AGENCY OPERATIONS,2024,11899410
COMMISSION ON HUMAN RIGHTS,,2024,-223427
COMMISSION ON RACIAL EQUITY,,2024,0
CONFLICTS OF INTEREST BOARD,DEPARTMENTAL OPERATIONS,2024,2642753
CONFLICTS OF INTEREST BOARD,,2024,0
CRIMINAL JUSTICE COORDINATOR,,2024,0
DEBT SERVICE,INTEREST ON FUNDED DEBT,2024,1813448160
DEBT SERVICE,REDEMPTION OF FUNDED DEBT,2024,3009670162
DEBT SERVICE,,2024,2315953018
DEPARTMENT FOR THE AGING,ADMIN FISCAL AND BUDGET,2024,3138631
DEPARTMENT FOR THE AGING,BUREAU OF COMMUNITY SERVICES,2024,13029442
DEPARTMENT FOR THE AGING,CITY WIDE,2024,390657655
DEPARTMENT FOR THE AGING,CONTRACT MANAGEMENT SERVICES,2024,2043863
DEPARTMENT FOR THE AGING,EXECUTIVE,2024,27686521
DEPARTMENT FOR THE AGING,FOSTER GRANDPARENTS,2024,2959607
DEPARTMENT FOR THE AGING,INFORMATION/REFERRAL,2024,1493085
DEPARTMENT FOR THE AGING,OFFICE OF SPECIAL PROJECT,2024,444751
DEPARTMENT FOR THE AGING,PROGRAM AND RESOURCES DEV,2024,6447400
DEPARTMENT FOR THE AGING,PUBLIC INFORMATION,2024,1310126
DEPARTMENT FOR THE AGING,RESEARCH AND PLANNING,2024,1802504
DEPARTMENT FOR THE AGING,,2024,94277564
DEPARTMENT OF BUILDINGS,BROOKLYN BOROUGH OFFICE,2024,5761110
DEPARTMENT OF BUILDINGS,CENTRAL INSPECTION,2024,13687833
DEPARTMENT OF BUILDINGS,EXECUTIVE OFFICES,2024,2090128
DEPARTMENT OF BUILDINGS,OPERATIONS AND TECHNICAL,2024,26554750
DEPARTMENT OF BUILDINGS,POLICY AND ADMINISTRATION,2024,29796339
DEPARTMENT OF BUILDINGS,QUEENS BOROUGH OFFICE,2024,11043615
DEPARTMENT OF BUILDINGS,RICHMOND BOROUGH OFFICE,2024,1307340
DEPARTMENT OF BUILDINGS,STATEN ISLAND BOROUGH OFFICE,2024,4789181
DEPARTMENT OF BUILDINGS,,2024,97432926
DEPARTMENT OF CITY PLANNING,DEPT OF CITY PLANNING,2024,15305810
DEPARTMENT OF CITY PLANNING,,2024,28932297
DEPARTMENT OF CITYWIDE ADMIN SERVICE,AGENCY CHIEF CONTRACTING OFFICER,2024,6515556
DEPARTMENT OF CITYWIDE ADMIN SERVICE,BQA LABORATORIES,2024,220000
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CENTRAL STOREHOUSE,2024,29025362
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CITY MESSENGER SERVICE,2024,646188
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CITY PUBLISHING CENTER,2024,3002339
DEPARTMENT OF CITYWIDE ADMIN SERVICE,CONTRACT ADMIN,2024,427948
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DIVISION OF MUNI SUPPLY SERVICES,2024,1568083
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DIV OF ADMINISTRATION AND SECURITY,2024,4654980
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DMSS PROCUREMENT,2024,3179052
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRES ADMIN,2024,3564857
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRES PLANNING,2024,1469047
DEPARTMENT OF CITYWIDE ADMIN SERVICE,DRP FINANCIAL SERVICES,2024,1760269
DEPARTMENT OF CITYWIDE ADMIN SERVICE,ENERGY CONSERVATION,2024,891341666
DEPARTMENT OF CITYWIDE ADMIN SERVICE,EXECUTIVE AND ADMINISTRATION,2024,52482221
DEPARTMENT OF CITYWIDE ADMIN SERVICE,EXECUTIVE DIVISION,2024,8587851
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FACILITIES MANAGEMENT,2024,113675949
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FACILITIES MGMT & CONST,2024,7285533
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FINANCE AND OPERATIONS,2024,2277313
DEPARTMENT OF CITYWIDE ADMIN SERVICE,FLEET MGMT SERVICES,2024,6820088
DEPARTMENT OF CITYWIDE ADMIN SERVICE,GUIDE A RIDE HANDICAPPED ACCES,2024,246293
DEPARTMENT OF CITYWIDE ADMIN SERVICE,LEASE PAYMENT,2024,138932102
DEPARTMENT OF CITYWIDE ADMIN SERVICE,MGMT INFORMATION SERVICES,2024,13551420
DEPARTMENT OF CITYWIDE ADMIN SERVICE,PROPERTY MGMT LEASE OUT,2024,11901933
DEPARTMENT OF CITYWIDE ADMIN SERVICE,QUALITY ASSURANCE,2024,2508830
DEPARTMENT OF CITYWIDE ADMIN SERVICE,SURPLUS ACTIVITIES,2024,923936
DEPARTMENT OF CITYWIDE ADMIN SERVICE,TELECOMMUNICATION CONTROL,2024,1851410
DEPARTMENT OF CITYWIDE ADMIN SERVICE,WORKERS EMPLOYMENT PROGRAM,2024,0
DEPARTMENT OF CITYWIDE ADMIN SERVICE,,2024,358222561
DEPARTMENT OF CORRECTION,ADOLESCENT RECEPTION DETEN CNT,2024,79204460
DEPARTMENT OF CORRECTION,ALTERNATIVES TO INCARCERATION,2024,2279012
DEPARTMENT OF CORRECTION,ANNA M KROSS CENTER,2024,107168682
DEPARTMENT OF CORRECTION,BELLEVUE HOSPITAL PRISON WARD,2024,11114042
DEPARTMENT OF CORRECTION,BNX HOUSE DETENTION FOR MEN,2024,0
DEPARTMENT OF CORRECTION,BRONX COURT PENS,2024,8351851
DEPARTMENT OF CORRECTION,BROOKLYN COURT PENS,2024,2019810
DEPARTMENT OF CORRECTION,BROOKLYN HOUSE OF DETENT MEN,2024,1624082
DEPARTMENT OF CORRECTION,CAPITAL DEVEL SUPPORT SERVICES,2024,19805423
