agency_name,responsibility_center_name,fiscal_year,total_budget
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #2,2026,39700206
DEPARTMENT OF SANITATION,STATEN ISLAND DIST #3,2026,45038097
DEPARTMENT OF SANITATION,SUPPORT OPERATIONS ENGR,2026,31934394
DEPARTMENT OF SANITATION,WASTE DISPOSAL ADMINISTRATION,2026,22305413
DEPARTMENT OF SANITATION,"WASTE PREVENTION, REUSE & RECYCLING",2026,56604020
DEPARTMENT OF SANITATION,,2026,1025410166
DEPARTMENT OF SMALL BUSINESS SERVICES,ADMINISTRATIVE SERVICES,2026,19004054
DEPARTMENT OF SMALL BUSINESS SERVICES,DEPT OF BUSINESS SERVICES,2026,55961681
DEPARTMENT OF SMALL BUSINESS SERVICES,ECONOMIC DEVELOPEMENT CORP,2026,52760599
DEPARTMENT OF SMALL BUSINESS SERVICES,EMPOWERMENT ZONE / EMPIRE ZONES,2026,0
DEPARTMENT OF SMALL BUSINESS SERVICES,FILM OFFICE,2026,0
DEPARTMENT OF SMALL BUSINESS SERVICES,FINANCIAL AND ECONOMIC OPP,2026,4713135
DEPARTMENT OF SMALL BUSINESS SERVICES,NEIGHBORHOOD ECONOMIC DEVELOPMENT,2026,56854204
DEPARTMENT OF SMALL BUSINESS SERVICES,WORKFORCE INVESTMENT ACT,2026,231119123
DEPARTMENT OF SMALL BUSINESS SERVICES,,2026,557538797
DEPARTMENT OF SOCIAL SERVICES,ADMIN/COMMR FIRST DEPUTY,2026,12220650
DEPARTMENT OF SOCIAL SERVICES,AUDIT SERVICES,2026,10591176
DEPARTMENT OF SOCIAL SERVICES,Benefits Reengineering,2026,3323595
DEPARTMENT OF SOCIAL SERVICES,BUDGET ADMINISTRATION,2026,870226756
DEPARTMENT OF SOCIAL SERVICES,CEO - Evaluation,2026,3310555
DEPARTMENT OF SOCIAL SERVICES,CIDI,2026,110895
DEPARTMENT OF SOCIAL SERVICES,Citywide Health Insurance Access,2026,688878
DEPARTMENT OF SOCIAL SERVICES,Community Affairs and Immigrant Services,2026,51373221
DEPARTMENT OF SOCIAL SERVICES,COMMUNITY AFFAIRS UNIT,2026,5419347
DEPARTMENT OF SOCIAL SERVICES,COMMUNITY CARE SENIOR SERV FLD,2026,195708838
DEPARTMENT OF SOCIAL SERVICES,Crisis and Disaster Management,2026,155886
DEPARTMENT OF SOCIAL SERVICES,"Crisis, Disaster + Survivors",2026,618792515
DEPARTMENT OF SOCIAL SERVICES,CUSTOMIZED ASSISTANCE SERVICE,2026,50175509
DEPARTMENT OF SOCIAL SERVICES,DIVISION OF AIDS SERVICES,2026,706243595
DEPARTMENT OF SOCIAL SERVICES,End Gender Based Violence,2026,178145469
DEPARTMENT OF SOCIAL SERVICES,Fair Fares,2026,508557426
DEPARTMENT OF SOCIAL SERVICES,Fair Hearing,2026,65863653
DEPARTMENT OF SOCIAL SERVICES,FIA Employment and Contract Services,2026,743791676
DEPARTMENT OF SOCIAL SERVICES,FIA Executive Administration,2026,5884698
DEPARTMENT OF SOCIAL SERVICES,FIA Homeless Diversion,2026,208718107
DEPARTMENT OF SOCIAL SERVICES,FOOD STAMPS,2026,191863263
DEPARTMENT OF SOCIAL SERVICES,GENERAL COUNSEL/LEGAL AFFAIRS,2026,66444096
DEPARTMENT OF SOCIAL SERVICES,GENERAL SUPPORT SERVICES,2026,3532114731
DEPARTMENT OF SOCIAL SERVICES,HASA HIV/AIDS SERVICES ADMINISTRATION,2026,213446329
DEPARTMENT OF SOCIAL SERVICES,HHS Connect,2026,15719003
DEPARTMENT OF SOCIAL SERVICES,Housing and Services,2026,122281600
DEPARTMENT OF SOCIAL SERVICES,Housing & Homeless Services/Initiatives,2026,376340953
DEPARTMENT OF SOCIAL SERVICES,*INACT ADULT SVCS ADULT INSTNS,2026,1422800
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT FIELD OPERATION,2026,385302970
DEPARTMENT OF SOCIAL SERVICES,INCOME SUPPORT PROGRAM,2026,8240450488
DEPARTMENT OF SOCIAL SERVICES,INVESTIGATION DIVISION,2026,235416282
DEPARTMENT OF SOCIAL SERVICES,Legal Assistance Initiatives,2026,10407243
DEPARTMENT OF SOCIAL SERVICES,MANAGEMENT INFORMATION SYSTEMS,2026,221035260
DEPARTMENT OF SOCIAL SERVICES,MAP-MEDICAID ELIGIBILITY,2026,0
DEPARTMENT OF SOCIAL SERVICES,MAP-MEDICAL ASSISTANCE PROGRAM,2026,19983622615
DEPARTMENT OF SOCIAL SERVICES,Mayor's Action Plan Outreach Team,2026,1092402
DEPARTMENT OF SOCIAL SERVICES,MICSA-Home Care Services,2026,101817196
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medicaid Eligibility,2026,125814047
DEPARTMENT OF SOCIAL SERVICES,MICSA-Medical Assistance Program,2026,18230377
DEPARTMENT OF SOCIAL SERVICES,MICSA-Program Support,2026,15821169
DEPARTMENT OF SOCIAL SERVICES,MUNICIPAL IDENTIFICATION CARD,2026,61787172
DEPARTMENT OF SOCIAL SERVICES,OAO Client Advocacy,2026,834405
DEPARTMENT OF SOCIAL SERVICES,OAO Community Outreach,2026,6919434
DEPARTMENT OF SOCIAL SERVICES,Office of Child Support Enforcement,2026,106461215
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF COMMUNICATIONS AND MARKETING,2026,37461795
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF CONTRACTS,2026,28977228
DEPARTMENT OF SOCIAL SERVICES,Office of Evaluation and Research,2026,2991489
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANCE,2026,3458175
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FINANICAL MANAGEMENT,2026,22601157
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF FISCAL OPERATIONS,2026,37622313
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF INTERGVTL AFFAIRS,2026,34438067
DEPARTMENT OF SOCIAL SERVICES,OFFICE OF MEDICAL DIRECTOR,2026,1396890
DEPARTMENT OF SOCIAL SERVICES,Office of Police Operations,2026,19276485
DEPARTMENT OF SOCIAL SERVICES,Office of Policy Procedures & Training,2026,25519527
DEPARTMENT OF SOCIAL SERVICES,Office of Program Accountability,2026,5375674
DEPARTMENT OF SOCIAL SERVICES,Office of Revenue and Admin (ORA),2026,28054945
DEPARTMENT OF SOCIAL SERVICES,OUTREACH REHOUSING & LANDLORD MANAGEMENT,2026,669674840
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL ADMINISTRATION,2026,3293856
DEPARTMENT OF SOCIAL SERVICES,PERSONNEL SERVICES,2026,53005665
DEPARTMENT OF SOCIAL SERVICES,Public Engagement,2026,46395643
DEPARTMENT OF SOCIAL SERVICES,PUBLIC/PRIVATE PARTNERSHIPS,2026,2361126
DEPARTMENT OF SOCIAL SERVICES,PURCHASING MATERIALS MANAGEMNT,2026,621969
DEPARTMENT OF SOCIAL SERVICES,Quality Assurance & Fiscal Integrity,2026,22339314
DEPARTMENT OF SOCIAL SERVICES,REFERRALS AND EXTERNAL AFFAIRS,2026,11238213
DEPARTMENT OF SOCIAL SERVICES,SAVE,2026,4946262
DEPARTMENT OF SOCIAL SERVICES,,2026,337183830
DEPARTMENT OF TRANSPORTATION,ACCOUNTING MANAGEMENT,2026,41566854
DEPARTMENT OF TRANSPORTATION,ARTERIAL HIGHWAYS MAINTENANCE,2026,124932536
DEPARTMENT OF TRANSPORTATION,BOROUGH ENGINEERING,2026,111719840
DEPARTMENT OF TRANSPORTATION,BRIDGE EXECUTIVE MGMT + ADMIN,2026,53138366
DEPARTMENT OF TRANSPORTATION,BRIDGE INSPECTIONS + RESEARCH,2026,18387892
DEPARTMENT OF TRANSPORTATION,BRIDGE MAINTENANCE ENGINEERING,2026,132216047
DEPARTMENT OF TRANSPORTATION,BRIDGE REPAIRS/FLAGS,2026,99916362
DEPARTMENT OF TRANSPORTATION,BRIDGE + TUNNEL OPERATIONS,2026,18434739
DEPARTMENT OF TRANSPORTATION,BRONX MAINTENANCE ENGINEER,2026,56781715
DEPARTMENT OF TRANSPORTATION,BROOKLYN MAINTENANCE ENGINEER,2026,95744736
DEPARTMENT OF TRANSPORTATION,CAPITAL PLANNING,2026,24420588
DEPARTMENT OF TRANSPORTATION,CONSTRUCTION COORDINATION,2026,1055
DEPARTMENT OF TRANSPORTATION,CONVERSION NAME,2026,556000
DEPARTMENT OF TRANSPORTATION,DEPUTY COMMISSIONER ADMIN,2026,54016131
DEPARTMENT OF TRANSPORTATION,EAST RIVER/MOVABLE BRIDGE ENGINEERING,2026,16635111
DEPARTMENT OF TRANSPORTATION,EEO + LABOR RELATIONS,2026,6582453
DEPARTMENT OF TRANSPORTATION,ENGINEERING PRE-AUDITS,2026,8828649
DEPARTMENT OF TRANSPORTATION,ENGINEERING SERVICES-TRANSIT,2026,7265201
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, HIGHWAYS",2026,475741634
DEPARTMENT OF TRANSPORTATION,"EXECUTIVE MANAGEMENT, TRAFFIC",2026,87378160
DEPARTMENT OF TRANSPORTATION,FERRY MAINTENANCE + REPAIR,2026,79848592
DEPARTMENT OF TRANSPORTATION,FINANCIAL MANAGEMENT,2026,16523516
DEPARTMENT OF TRANSPORTATION,HIGHWAY DESIGN,2026,133281969
DEPARTMENT OF TRANSPORTATION,HWY INSP + QUALITY ASSURANCE,2026,54800925
DEPARTMENT OF TRANSPORTATION,LEGAL AFFAIRS,2026,59948179
DEPARTMENT OF TRANSPORTATION,MAINT ENGRG + OPERATIONS MGMT,2026,82978079
DEPARTMENT OF TRANSPORTATION,MANHATTAN MAINTENANCE,2026,36968657
DEPARTMENT OF TRANSPORTATION,MUNICIPAL FERRY SERVICE,2026,225844807
DEPARTMENT OF TRANSPORTATION,OFFICE OF THE COMMISSIONER,2026,110249289
DEPARTMENT OF TRANSPORTATION,OPER SUPPT/FACILITIES/COMMUNIC,2026,291987080
DEPARTMENT OF TRANSPORTATION,PARKING,2026,176648820
DEPARTMENT OF TRANSPORTATION,PERSONNEL + PAYROLL,2026,18143199
DEPARTMENT OF TRANSPORTATION,PLANNING AND RESEARCH,2026,96036759
DEPARTMENT OF TRANSPORTATION,QUEENS MAINTENANCE ENGINEER,2026,102164388
DEPARTMENT OF TRANSPORTATION,RICHMOND MAINTENANCE ENGINEER,2026,45118045
DEPARTMENT OF TRANSPORTATION,ROADWAY BRIDGE ENGINEERING,2026,21105867
DEPARTMENT OF TRANSPORTATION,ROADWAY DESIGN,2026,12792369
DEPARTMENT OF TRANSPORTATION,ROADWAY ENGINEERING CONSTR,2026,10092312
DEPARTMENT OF TRANSPORTATION,SAFETY ENGINEERING,2026,10199964
DEPARTMENT OF TRANSPORTATION,SURFACE TRANSIT OPERATIONS,2026,11503434
DEPARTMENT OF TRANSPORTATION,SUSTAINABLE DELIVERY,2026,0
DEPARTMENT OF TRANSPORTATION,TRAFFIC ENGINEERING MANAGEMENT,2026,6298386
DEPARTMENT OF TRANSPORTATION,TRAFFIC MANAGEMENT INFO SVCS,2026,20450792
DEPARTMENT OF TRANSPORTATION,TRAFFIC PLANNING,2026,31438941
DEPARTMENT OF TRANSPORTATION,TRAF SIGNALS + STREET LIGHTING,2026,1188664217
DEPARTMENT OF TRANSPORTATION,TRANSIT OPERATIONS EXEC MGMT,2026,9316674
DEPARTMENT OF TRANSPORTATION,VEHICLE MAINTENANCE + REPAIR,2026,109238077
DEPARTMENT OF TRANSPORTATION,VIOLATION TOW PROGRAM,2026,0
DEPARTMENT OF TRANSPORTATION,,2026,121226788
DEPARTMENT OF VETERANS' SERVICES,,2026,20182195
DEPARTMENT OF YOUTH & COMMUNITY DEV,ADMINISTRATION AND FINANCE,2026,1314073251
DEPARTMENT OF YOUTH & COMMUNITY DEV,COMMUNITY DEVELOPMENT AGENCY,2026,431202706
DEPARTMENT OF YOUTH & COMMUNITY DEV,,2026,2464704114
DEPT OF CONSUMER & WORKER PROTECTION,BUDGET AND ADMINISTRATION,2026,20829538
DEPT OF CONSUMER & WORKER PROTECTION,COMPLAINT/NEIGHBORHOOD OFFICES,2026,4385901
DEPT OF CONSUMER & WORKER PROTECTION,COMPUTER SERVICES,2026,20917455
DEPT OF CONSUMER & WORKER PROTECTION,FINANCE+MANAGEMENT,2026,12180593
DEPT OF CONSUMER & WORKER PROTECTION,LICENSE ISSUANCE,2026,17912646
DEPT OF CONSUMER & WORKER PROTECTION,OFFICE OF COMMISSIONER,2026,5086181
DEPT OF CONSUMER & WORKER PROTECTION,OFF.OF.ASST.COM./GEN COUNSEL,2026,17081179
DEPT OF CONSUMER & WORKER PROTECTION,PERSONNEL,2026,0
DEPT OF CONSUMER & WORKER PROTECTION,,2026,103673626
DISTRICT ATTORNEY BRONX COUNTY,EXECUTIVE MANAGEMENT,2026,302735674
DISTRICT ATTORNEY BRONX COUNTY,INVESTIGATIONS,2026,76126366
DISTRICT ATTORNEY BRONX COUNTY,,2026,53892628
DISTRICT ATTORNEY KINGS COUNTY,EXECUTIVE & MANAGERIAL,2026,459766704
DISTRICT ATTORNEY KINGS COUNTY,TRUST AND AGENCY,2026,1631025
DISTRICT ATTORNEY KINGS COUNTY,,2026,55103859
DISTRICT ATTORNEY NEW YORK COUNTY,ACCOUNTING SERVICES,2026,6488162
DISTRICT ATTORNEY NEW YORK COUNTY,ADMINISTRATIVE SERVICES,2026,182792730
DISTRICT ATTORNEY NEW YORK COUNTY,CAREER CRIMINAL,2026,20656995
DISTRICT ATTORNEY NEW YORK COUNTY,CONVERSION NAME,2026,140614
DISTRICT ATTORNEY NEW YORK COUNTY,EXECUTIVE MANAGEMENT,2026,33670396
DISTRICT ATTORNEY NEW YORK COUNTY,INVESTIGATIVE SERVICES,2026,24846372
DISTRICT ATTORNEY NEW YORK COUNTY,LEGAL SERVICES,2026,199459658
DISTRICT ATTORNEY NEW YORK COUNTY,VICTIM WITNESS PROGRAM,2026,1896078
DISTRICT ATTORNEY NEW YORK COUNTY,,2026,167550626
DISTRICT ATTORNEY QUEENS COUNTY,EXECUTIVE MANAGEMENT,2026,292732286
DISTRICT ATTORNEY QUEENS COUNTY,,2026,87719085
DISTRICT ATTORNEY RICHMOND COUNTY,EXECUTIVE MANAGEMENT,2026,62973551
DISTRICT ATTORNEY RICHMOND COUNTY,,2026,30382467
DISTRICTING COMMISSION,ADMINISTRATION,2026,0
ENERGY ADJUSTMENT,,2026,0
EQUAL EMPLOYMENT PRACTICES COMMISSION,EXECUTIVE,2026,4648363
EQUAL EMPLOYMENT PRACTICES COMMISSION,,2026,-249000
FINANCIAL INFORMATION SERVICE AGENCY,ADMINISTRATIVE SERVICES,2026,1946469
FINANCIAL INFORMATION SERVICE AGENCY,EXECUTIVE MANAGEMENT,2026,152466663
FINANCIAL INFORMATION SERVICE AGENCY,INFORMATION TECHNOLOGY,2026,132106326
FINANCIAL INFORMATION SERVICE AGENCY,,2026,73448035
FIRE DEPARTMENT,AFFIRMATIVE EMPLOYMENT,2026,4130361
FIRE DEPARTMENT,BICS,2026,55399574
FIRE DEPARTMENT,BRONX BOROUGH COMMAND,2026,839136282
FIRE DEPARTMENT,BROOKLYN BOROUGH COMMAND,2026,1411568352
FIRE DEPARTMENT,BUDGET SERVICES,2026,4448712
FIRE DEPARTMENT,BUILDINGS,2026,34896126
FIRE DEPARTMENT,BUREAU MANAGEMENT,2026,18563153
FIRE DEPARTMENT,CHIEF OF DEPT BUR OF OPERATION,2026,35238233
FIRE DEPARTMENT,CONVERSION NAME,2026,2921694
FIRE DEPARTMENT,DEPUTY COMMISSIONER OF ADMINIS,2026,891312
FIRE DEPARTMENT,DISPATCHERS,2026,56315633
FIRE DEPARTMENT,DIST ORGANIZATION INSPECTION,2026,28577637
FIRE DEPARTMENT,EMERGENCY MEDICAL SERVICES,2026,1087599413
FIRE DEPARTMENT,FIRE COMMUNICATIONS,2026,2448825
FIRE DEPARTMENT,FIRE INVESTIGATIONS,2026,84868353
FIRE DEPARTMENT,FIRST DEPUTY COMMISSIONER,2026,809307
FIRE DEPARTMENT,FISCAL SERVICES,2026,353977171
FIRE DEPARTMENT,FLEET MAINTENANCE,2026,77067128
FIRE DEPARTMENT,HAZARDOUS MATERIALS UNIT,2026,29848773
FIRE DEPARTMENT,HEADQUARTER INSPECTION,2026,49623296
FIRE DEPARTMENT,HEALTH SERVICES,2026,22330536
FIRE DEPARTMENT,HUM RES DEV PUBLIC CERTIFICAT,2026,6465070
FIRE DEPARTMENT,INTERGOVERNMENTAL AFFAIRS,2026,2931651
FIRE DEPARTMENT,INVESTIGATIONS AND TRIALS,2026,3118797
FIRE DEPARTMENT,LABOR RELATIONS,2026,1158243
FIRE DEPARTMENT,LEGAL,2026,11494120
FIRE DEPARTMENT,MANAGEMENT POLICY AND REVIEW,2026,2566563
FIRE DEPARTMENT,MANAGEMENT SUPPORT STAFF,2026,3514122
FIRE DEPARTMENT,MANHATTAN BOROUGH COMMAND,2026,988140879
FIRE DEPARTMENT,MARINE DIVISION,2026,56956685
FIRE DEPARTMENT,MASK SERVICE UNIT,2026,17904972
FIRE DEPARTMENT,OFFICE OF THE FIRE COMM,2026,13292655
FIRE DEPARTMENT,OPERATION SUPPORT STAFF,2026,13337328
FIRE DEPARTMENT,PERSONNEL,2026,15892410
FIRE DEPARTMENT,QUEENS BOROUGH COMMAND,2026,1101703209
FIRE DEPARTMENT,RESCUE SERVICES,2026,159749142
FIRE DEPARTMENT,SAFETY UNIT,2026,7434673
FIRE DEPARTMENT,STATEN ISLAND BOROUGH COMMAND,2026,412310559
FIRE DEPARTMENT,SUPPORT SERVICES,2026,4357040
FIRE DEPARTMENT,TECHNOLOGY MANAGEMENT,2026,20425389
FIRE DEPARTMENT,TRAINING,2026,42500814
FIRE DEPARTMENT,,2026,1152286904
HEALTH AND HOSPITALS CORP,HEALTH & HOSPITALS CORP,2026,4495619514
HEALTH AND HOSPITALS CORP,,2026,4963157707
HOUSING PRESERVATION AND DEVELOPMENT,ADMINISTRATION,2026,119424283
HOUSING PRESERVATION AND DEVELOPMENT,ALTERNATIVE MGMT PROGRAMS,2026,11762191
HOUSING PRESERVATION AND DEVELOPMENT,COMMISSIONER'S OFFICE,2026,35883961
HOUSING PRESERVATION AND DEVELOPMENT,DEMOLITION & SEALING,2026,79600241
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-DEVELOPMENT,2026,46294629
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING MGMT & SALES,2026,11402684
HOUSING PRESERVATION AND DEVELOPMENT,DEP COM-HOUSING PRESERVATION,2026,757306
HOUSING PRESERVATION AND DEVELOPMENT,DESIGN & CONSTRUCTION,2026,36873659
HOUSING PRESERVATION AND DEVELOPMENT,DPM-RELOCATION,2026,1287597
HOUSING PRESERVATION AND DEVELOPMENT,EVALUATION & COMPLIANCE-CNT OP,2026,2237131
HOUSING PRESERVATION AND DEVELOPMENT,FED AFFAIRS & POLICY DEV,2026,7914858
HOUSING PRESERVATION AND DEVELOPMENT,FISCAL & BUDGET AFFAIRS,2026,31722516
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING AUTHORITY PROJECTS,2026,1804562460
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING LITIGATION BUREAU,2026,37191129
HOUSING PRESERVATION AND DEVELOPMENT,"HOUSING,PRODUCTION & FINANCE",2026,2112548356
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION,2026,25190770
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING SUPERVISION-OHP,2026,39103297
HOUSING PRESERVATION AND DEVELOPMENT,HOUSING VACANCY SURVEY IN OHP,2026,2190334
HOUSING PRESERVATION AND DEVELOPMENT,LEGAL AFFAIRS,2026,23110967
HOUSING PRESERVATION AND DEVELOPMENT,MAINTENANCE&FINANCEIAL OPS,2026,755436
HOUSING PRESERVATION AND DEVELOPMENT,NEIGHBORHOOD PRESERVATION,2026,13232563
HOUSING PRESERVATION AND DEVELOPMENT,OHP-CODE ENFORCEMENT,2026,405115524
HOUSING PRESERVATION AND DEVELOPMENT,PLANNING,2026,115886587
HOUSING PRESERVATION AND DEVELOPMENT,PROPERTY MANAGEMENT,2026,269704497
HOUSING PRESERVATION AND DEVELOPMENT,RENT SUBSIDIES,2026,16068470
HOUSING PRESERVATION AND DEVELOPMENT,,2026,1311175157
INDEPENDENT BUDGET OFFICE,CONVERSION NAME,2026,23189569
INDEPENDENT BUDGET OFFICE,,2026,617866
LANDMARKS PRESERVATION COMM.,LANDMARKS PRESERVATION COMM,2026,25208332
LANDMARKS PRESERVATION COMM.,,2026,1081270
LAW DEPARTMENT,ADMINISTRATIVE LAW,2026,18120322
LAW DEPARTMENT,ADMINISTRATIVE SERVICES DIV,2026,244935682
LAW DEPARTMENT,AFFIRMATIVE LITIGATION,2026,15461191
LAW DEPARTMENT,APPEALS,2026,17165628
LAW DEPARTMENT,Chater Revision Commission,2026,22050000
LAW DEPARTMENT,COMMERCIAL LITIGATION,2026,14104614
LAW DEPARTMENT,CONTRACTS + REAL ESTATE,2026,6932322
LAW DEPARTMENT,ECONOMIC DEVELOPMENT DIVISION,2026,5933342
LAW DEPARTMENT,ENVIRONMENTAL LAW,2026,1826766
LAW DEPARTMENT,EXECUTIVE,2026,86433466
LAW DEPARTMENT,FAMILY COURT,2026,41602815
LAW DEPARTMENT,GENERAL LITIGATION,2026,19430297
LAW DEPARTMENT,LEGAL COUNSEL,2026,15272040
LAW DEPARTMENT,LITIGATION SUPPORT,2026,9587661
LAW DEPARTMENT,MANAGEMENT INFORMATION SVCS,2026,22794674
LAW DEPARTMENT,MUNICIPAL FINANCE,2026,2420406
LAW DEPARTMENT,OPERATIONS SUPPORT DIVISION,2026,11308333
LAW DEPARTMENT,TORT,2026,108033383
LAW DEPARTMENT,WORKERS' COMPENSATION,2026,32758336
LAW DEPARTMENT,,2026,260027604
LEASE ADJUSTMENT,,2026,0
MANHATTAN COMMUNITY BOARD #1,MANHATTAN COMMUNITY BOARD #1,2026,1303269
MANHATTAN COMMUNITY BOARD #1,,2026,18000
MANHATTAN COMMUNITY BOARD #10,MANHATTAN COMMUNITY BOARD #10,2026,1325352
MANHATTAN COMMUNITY BOARD #10,,2026,34500
MANHATTAN COMMUNITY BOARD #11,MANHATTAN COMMUNITY BOARD # 11,2026,1149861
MANHATTAN COMMUNITY BOARD #11,,2026,42000
MANHATTAN COMMUNITY BOARD #12,MANHATTAN COMMUNITY BOARD # 12,2026,1257123
MANHATTAN COMMUNITY BOARD #12,,2026,37500
MANHATTAN COMMUNITY BOARD #2,MANHATTAN COMMUNITY BOARD #2,2026,1363149
MANHATTAN COMMUNITY BOARD #2,,2026,15000
MANHATTAN COMMUNITY BOARD #3,MANHATTAN COMMUNITY BOARD #3,2026,1279993
MANHATTAN COMMUNITY BOARD #3,,2026,90126
MANHATTAN COMMUNITY BOARD #4,MANHATTAN COMMUNITY BOARD # 4,2026,1624224
MANHATTAN COMMUNITY BOARD #5,MANHATTAN COMMUNITY BOARD # 5,2026,1433364
MANHATTAN COMMUNITY BOARD #5,,2026,15000
MANHATTAN COMMUNITY BOARD #6,MANHATTAN COMMUNITY BOARD #6,2026,1813362
MANHATTAN COMMUNITY BOARD #6,,2026,25500
MANHATTAN COMMUNITY BOARD #7,MANHATTAN COMMUNITY BOARD # 7,2026,1274082
MANHATTAN COMMUNITY BOARD #7,,2026,24000
MANHATTAN COMMUNITY BOARD #8,MANHATTAN COMMUNITY BOARD # 8,2026,1352025
MANHATTAN COMMUNITY BOARD #8,,2026,45000
MANHATTAN COMMUNITY BOARD #9,MANHATTAN COMMUNITY BOARD # 9,2026,1275639
MANHATTAN COMMUNITY BOARD #9,,2026,45000
MAYORALTY,1ST DEP DIR: OFFICE OF BUDGET REVIEW,2026,74649629
MAYORALTY,COUNSEL TO THE MAYOR,2026,14087467
MAYORALTY,CRIMINAL JUSTICE COORDINATOR,2026,0
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TAKSFORCES-A,2026,8229428
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-L,2026,12096305
MAYORALTY,DEP DIR: EXPENSE & CAPITAL TASKFORCES-R,2026,19879628
MAYORALTY,DIRECTOR OF COMMUNICATION,2026,0
MAYORALTY,D/M FOR FINANCE AND ECO. DEV.,2026,11171570
MAYORALTY,D/M FOR GOVERNMENT RELATIONS,2026,9633240
MAYORALTY,D/M FOR HUMAN SVC,2026,6147295
MAYORALTY,D/M FOR OPERATIONS,2026,15316293
MAYORALTY,D/M FOR PLANNING/COMMUNITY REL,2026,10344927
MAYORALTY,FIRST DEPUTY MAYOR,2026,77082295
MAYORALTY,OFFICE OF LABOR RELATIONS,2026,68459737
MAYORALTY,OMB DIRECTOR & AGENCY SERVICES,2026,69473210
MAYORALTY,,2026,141782056
MISCELLANEOUS,CONTRACTUAL SVCS & OTHER PAYMT,2026,3332173132
MISCELLANEOUS,FRINGE BENEFITS,2026,26471352214
MISCELLANEOUS,PAYMENTS TO BUS COMPANIES,2026,1612831094
MISCELLANEOUS,PERSONAL SERVICE,2026,1673729391
MISCELLANEOUS,SPECIAL AWARDS,2026,2025000
MISCELLANEOUS,SPECIAL GRANTS,2026,50000000
MISCELLANEOUS,SPECIAL RESERVES,2026,4475754905
MISCELLANEOUS,,2026,4265806253
NEW YORK PUBLIC LIBRARY,LIBRARIES CAPITAL PROJECTS,2026,907152
NEW YORK PUBLIC LIBRARY,NEW YORK CITY PUBLIC LIBRARY,2026,501441089
NEW YORK PUBLIC LIBRARY,NY PUBLIC LIBRARY,2026,38122434
NEW YORK PUBLIC LIBRARY,,2026,8860707
NEW YORK RESEARCH LIBRARIES,NEW YORK RESEARCH LIBRARY,2026,3672000
NEW YORK RESEARCH LIBRARIES,RESEARCH LIBRARIES,2026,102218775
NYC TAXI AND LIMOUSINE COMM,ADJUDICATION AND RESEARCH,2026,11844246
NYC TAXI AND LIMOUSINE COMM,EMISSION AND SAFETY INSPECTION,2026,14078390
NYC TAXI AND LIMOUSINE COMM,ENFORCEMENT,2026,65656910
NYC TAXI AND LIMOUSINE COMM,EXEC MANAGEMENT+ ADMIN SUPPORT,2026,69888159
NYC TAXI AND LIMOUSINE COMM,LICENSING,2026,22797755
NYC TAXI AND LIMOUSINE COMM,,2026,-7949479
OFFICE OF ADMINISTRATIVE TAX APPEALS,TAX COMMISSION,2026,18330956
OFFICE OF ADMINISTRATIVE TAX APPEALS,,2026,-693491
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE AND ADMINISTRATION,2026,30145103
OFFICE OF ADMIN TRIALS & HEARINGS,EXECUTIVE DIVISION,2026,18600
OFFICE OF ADMIN TRIALS & HEARINGS,Trials and Hearings,2026,144922237
OFFICE OF ADMIN TRIALS & HEARINGS,,2026,47610823
OFFICE OF COLLECTIVE BARGAINING,OFFICE OF THE CHAIRMAN,2026,8259879
OFFICE OF COLLECTIVE BARGAINING,,2026,-52
OFFICE OF CRIMINAL JUSTICE,,2026,2918741366
OFFICE OF PAYROLL ADMINISTRATION,OFF OF PAYROLL ADMINISTRATION,2026,47845944
OFFICE OF PAYROLL ADMINISTRATION,,2026,4755049
OFFICE OF PROSECUTION SPEC NARCO,DIVISION OF TRIALS BRONX,2026,6789375
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIAL KINGS DECENTRAL,2026,6414858
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS CENTRALIZED,2026,3772263
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS N.Y. DECENTRAL,2026,820290
OFFICE OF PROSECUTION SPEC NARCO,DIV OF TRIALS QUEENS,2026,4613328
